      4547.92     0.185363     0.185363     0.185363      1.07510
      4548.38     0.794862     0.794862     0.794862      4.61020
      4548.84      1.79054      1.79054      1.79054      10.3851
      4549.30      2.57183      2.57183      2.57183      14.9166
      4549.76      2.49665      2.49665      2.49665      14.4806
      4550.22      2.96784      2.96784      2.96784      17.2135
      4550.68      4.56476      4.56476      4.56476      26.4756
      4551.14      5.09267      5.09267      5.09267      29.5375
      4551.60      4.50582      4.50582      4.50582      26.1337
      4552.06      3.65105      3.65105      3.65105      21.1761
      4552.52      3.00701      3.00701      3.00701      17.4400
      4552.98      2.12601      2.12601      2.12601      12.3303
      4553.45     0.666564     0.666564     0.666564      3.86993
      4553.91     -1.15927     -1.15927     -1.15927     -6.73157
      4554.37     0.995180     0.995180     0.995180      5.76749
      4554.83      5.05350      5.05350      5.05350      29.4467
      4555.29      6.33362      6.33362      6.33362      37.5440
      4555.75      5.94668      5.94668      5.94668      35.2984
      4556.21      6.05686      6.05686      6.05686     -34.3114
      4556.67      6.25828      6.25828      6.25828     -20.1532
      4557.13      6.24475      6.24475      6.24475     -29.6566
      4557.59      5.86545      5.95488      5.95488     -4.74845
      4558.05      5.97827      6.00488      6.00488     -9.89727
      4558.51      6.39076      6.75089      6.70739     -538.075
      4558.97      4.74264      5.92015      6.59480     -413.861
      4559.43      3.18456      6.26255      9.34035     -750.895
      4559.89      1.39942      9.64295      12.8305     -628.540
      4560.35    -0.176107      14.1348      15.6362     -228.224
      4560.81     0.746536      15.9840      14.4654      15.6869
      4561.27      118.877      14.7039      12.9664     -129.293
      4561.73      1846.06      18.3916      19.2400     -458.110
      4562.19      2595.60      435.614      640.120     -345.165
      4562.65      2789.50      1781.43      1161.79      27.2332
      4563.11      3001.32      2466.41      1424.10     -73.7889
      4563.58      3234.18      2560.39      1449.98     -95.0634
      4564.04      3285.25      2525.76      1430.06      154.493
      4564.50      3228.28      2574.42      1533.39      26.1340
      4564.96      3315.57      2651.17      1537.76      27.7199
      4565.42      3431.76      2728.98      1551.47      344.932
      4565.88      3444.40      2855.45      1570.59      3.99659
      4566.34      3427.93      2685.81      1669.35     -328.497
      4566.80      3353.01      2585.60      1638.01     -414.274
      4567.26      3349.35      2674.12      1482.23     -288.237
      4567.72      3358.79      2692.77      1500.64     -167.616
      4568.18      3440.37      2698.69      1573.68     -146.911
      4568.64      3502.90      2675.22      1522.86     -68.7217
      4569.10      3462.30      2726.25      1468.15     -68.3243
      4569.56      3507.56      2743.85      1494.55     -114.462
      4570.02      3510.23      2712.46      1568.63     -335.204
      4570.48      3355.69      2808.26      1493.57     -231.274
      4570.94      3313.68      2743.49      1433.89      29.7523
      4571.40      3097.84      2575.47      1395.34      58.4593
      4571.86      2780.44      2322.70      1280.12      6.47201
      4572.32      2733.14      2207.78      1256.30      142.253
      4572.78      2876.22      2173.31      1242.35      37.5233
      4573.25      3052.64      2374.26      1265.71      192.808
      4573.71      3089.68      2384.07      1281.93      91.4894
      4574.17      3024.02      2290.55      1313.31     -36.0674
      4574.63      3006.14      2325.62      1435.97      632.352
      4575.09      3189.99      2633.03      1629.12      1882.59
      4575.55      3017.89      2368.52      1409.47      305.826
      4576.01      3103.56      2371.37      1324.64     -155.610
      4576.47      3213.79      2482.13      1343.01      497.614
      4576.93      3255.12      2588.09      1405.98      552.066
      4577.39      3245.05      2647.61      1393.23      420.467
      4577.85      3326.53      2641.90      1481.09      1100.23
      4578.31      3298.73      2622.84      1551.61      860.360
      4578.77      3247.33      2480.16      1494.25      77.5742
      4579.23      3141.81      2395.42      1397.06     -89.1485
      4579.69      2808.05      2247.18      1248.27      516.114
      4580.15      2142.04      1721.48      953.711      421.629
      4580.61      1453.10      1170.73      748.018      479.993
      4581.07      754.011      556.697      407.542     -100.893
      4581.53      477.860      440.772      264.696      270.919
      4581.99      389.541      446.141      236.892     -292.646
      4582.45      663.947      611.911      375.430     -13.4711
      4582.91      1186.30      926.846      594.892      72.4405
      4583.38      2292.39      1877.84      1351.25      2986.77
      4583.83      2248.92      1666.30      1021.05      481.560
      4584.30      2260.97      1571.86      925.260     -56.9641
      4584.76      2155.23      1429.55      903.804      265.884
      4585.22      1702.65      1159.20      740.667     -34.2260
      4585.68      1356.44      1028.13      611.293     -206.023
      4586.14      1390.60      1069.28      560.805     -89.4309
      4586.60      1582.05      1229.91      632.620      201.074
      4587.06      1847.44      1484.56      820.093      58.6376
      4587.52      2251.86      1798.92      966.162     -8.92050
      4587.98      2460.93      1898.25      1047.99      103.025
      4588.44      2311.25      1807.71      971.958     -59.0750
      4588.90      1870.73      1471.28      766.042     -435.621
      4589.36      1343.61      914.187      545.058     -403.319
      4589.82      911.700      589.607      316.966     -247.680
      4590.28      688.987      521.453      239.563     -192.350
      4590.74      707.825      557.017      253.727     -314.107
      4591.20      866.187      683.043      373.419     -444.703
      4591.66      978.573      757.314      460.805     -294.817
      4592.12      929.774      655.142      445.220      105.582
      4592.58      754.423      539.045      304.442     -186.139
      4593.04      593.023      412.672      202.928     -249.435
      4593.50      494.065      442.111      148.275     -381.849
      4593.97      460.687      417.857      215.899     -333.019
      4594.43      496.785      339.440      207.552     -337.960
      4594.89      569.333      423.441      182.451     -427.567
      4595.35      747.422      551.427      226.274     -329.514
      4595.81      1058.12      708.037      326.957     -298.616
      4596.27      1316.94      937.461      385.836     -449.847
      4596.73      1594.90      1211.50      508.602     -366.786
      4597.19      2058.08      1510.77      650.303     -215.284
      4597.65      2518.98      1874.23      893.728     -140.456
      4598.11      2928.76      2271.64      1203.29     -170.052
      4598.57      3294.42      2549.89      1412.84      129.060
      4599.03      3400.22      2677.12      1504.37      72.1767
      4599.49      3239.05      2666.77      1554.00     -31.2244
      4599.95      3180.84      2624.47      1581.63      274.254
      4600.41      3212.55      2489.18      1496.23     -464.736
      4600.87      3369.18      2617.36      1523.59      143.866
      4601.33      3948.45      3224.78      2052.40      3484.23
      4601.79      3083.80      2396.56      1398.10     -385.637
      4602.25      2890.59      2206.47      1361.16      174.269
      4602.71      2572.03      1837.49      1058.60      190.019
      4603.17      2168.32      1457.42      828.268     -29.9682
      4603.63      1690.82      1212.18      619.240     -289.826
      4604.10      1367.23      983.509      436.730     -154.196
      4604.56      1263.01      940.530      426.102     -214.828
      4605.02      1245.53      940.626      526.304     -305.281
      4605.48      1326.20      1026.74      573.979     -236.158
      4605.94      1419.46      1100.03      623.912     -260.598
      4606.40      1511.34      1172.81      662.427     -231.560
      4606.86      1538.55      1179.45      615.641     -263.333
      4607.32      1395.35      1013.69      502.597     -306.587
      4607.78      1193.29      773.283      458.506     -348.006
      4608.24      923.441      654.056      385.729     -446.149
      4608.70      673.979      539.068      244.549     -355.220
      4609.16      524.827      382.463      231.075     -375.099
      4609.62      378.867      301.762      214.297     -360.813
      4610.08      186.327      178.098      125.798     -133.065
      4610.54      105.232      92.2175      30.4376     -118.873
      4611.00      199.792      98.7276      40.9181     -359.012
      4611.46      382.950      250.173      217.393     -481.047
      4611.92      662.637      569.005      408.588     -349.001
      4612.38      1157.56      934.509      579.305     -204.719
      4612.84      1725.54      1306.21      750.074     -31.7545
      4613.30      2057.81      1593.59      945.478     -196.174
      4613.76      2050.73      1541.79      977.235     -255.604
      4614.23      1886.95      1430.32      878.638     -281.612
      4614.69      1798.76      1426.62      790.821     -29.1884
      4615.15      1907.57      1526.58      895.034     -160.607
      4615.61      2275.91      1911.23      1075.25     -213.182
